disease_Gene,Cell type,P-value,Disease
KLK5,mesothelial cell,4.23E-06,Primary_Malignant_Neoplasm_Of_Lung
KLK7,club cell,4.23E-06,Primary_Malignant_Neoplasm_Of_Lung
KLK7,mesothelial cell,4.23E-06,Primary_Malignant_Neoplasm_Of_Lung
KLK8,club cell,7.05E-06,Primary_Malignant_Neoplasm_Of_Lung
KLK8,mesothelial cell,7.05E-06,Primary_Malignant_Neoplasm_Of_Lung
KLRC4-KLRK1,cd8-positive alpha-beta t cell,0.000848608,Primary_Malignant_Neoplasm_Of_Lung
KLRC4-KLRK1,"cd8-positive, alpha-beta t cell",0.000848608,Primary_Malignant_Neoplasm_Of_Lung
KLRK1,cd8-positive alpha-beta t cell,0.000848608,Primary_Malignant_Neoplasm_Of_Lung
KLRK1,"cd8-positive, alpha-beta t cell",0.000848608,Primary_Malignant_Neoplasm_Of_Lung
KRT14,neutrophil,0.00423599,Primary_Malignant_Neoplasm_Of_Lung
KRT19,neutrophil,0.003390143,Primary_Malignant_Neoplasm_Of_Lung
KRT20,neutrophil,0.002543708,Primary_Malignant_Neoplasm_Of_Lung
LGALS1,classical monocyte,0.00423599,Primary_Malignant_Neoplasm_Of_Lung
LGALS1,dendritic cell,0.00423599,Primary_Malignant_Neoplasm_Of_Lung
LILRB1,nk cell,7.05E-06,Primary_Malignant_Neoplasm_Of_Lung
LTA,dendritic cell,0.00423599,Primary_Malignant_Neoplasm_Of_Lung
LYPD4,neutrophil,0.000848608,Primary_Malignant_Neoplasm_Of_Lung
LZTS1,smooth muscle cell,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
LZTS1,pericyte cell,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
MARK4,macrophage,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
MCAM,adventitial cell,0.002543708,Primary_Malignant_Neoplasm_Of_Lung
MED23,neutrophil,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
MEF2D,plasmacytoid dendritic cell,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
MELK,b cell,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
MELK,vein endothelial cell,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
MEOX1,capillary endothelial cell,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
MERTK,non-classical monocyte,0.002543708,Primary_Malignant_Neoplasm_Of_Lung
MMP1,basal cell,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
MMP10,basal cell,0.002543708,Primary_Malignant_Neoplasm_Of_Lung
MMP19,smooth muscle cell,0.007611987,Primary_Malignant_Neoplasm_Of_Lung
MMP19,bronchial smooth muscle cell,0.007611987,Primary_Malignant_Neoplasm_Of_Lung
MMP19,vascular associated smooth muscle cell,0.007611987,Primary_Malignant_Neoplasm_Of_Lung
MMP3,basal cell,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
MMP8,basal cell,0.004235918,Primary_Malignant_Neoplasm_Of_Lung
MMRN1,vein endothelial cell,0.000848608,Primary_Malignant_Neoplasm_Of_Lung
MMRN1,endothelial cell of lymphatic vessel,0.000848608,Primary_Malignant_Neoplasm_Of_Lung
MMRN1,lung microvascular endothelial cell,0.000848608,Primary_Malignant_Neoplasm_Of_Lung
MOB4,vein endothelial cell,0.000848608,Primary_Malignant_Neoplasm_Of_Lung
MS4A2,non-classical monocyte,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
MS4A2,intermediate monocyte,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
MSLN,club cell,0.003390143,Primary_Malignant_Neoplasm_Of_Lung
MT1A,capillary endothelial cell,0.005080989,Primary_Malignant_Neoplasm_Of_Lung
MT1B,capillary endothelial cell,0.004235918,Primary_Malignant_Neoplasm_Of_Lung
MT1F,capillary endothelial cell,0.004235918,Primary_Malignant_Neoplasm_Of_Lung
MT1G,capillary endothelial cell,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
MT1H,capillary endothelial cell,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
MT1X,capillary endothelial cell,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
MTA1,plasma cell,1.48E-05,Primary_Malignant_Neoplasm_Of_Lung
MTURN,plasmacytoid dendritic cell,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
MUC5AC,respiratory goblet cell,0.006768679,Primary_Malignant_Neoplasm_Of_Lung
MYL9,smooth muscle cell,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
NCK1,basal cell,0.002543665,Primary_Malignant_Neoplasm_Of_Lung
NDUFS2,dendritic cell,0.006768908,Primary_Malignant_Neoplasm_Of_Lung
NES,plasmacytoid dendritic cell,0.000848608,Primary_Malignant_Neoplasm_Of_Lung
NEU1,dendritic cell,0.002543708,Primary_Malignant_Neoplasm_Of_Lung
NGF,adventitial cell,0.000848608,Primary_Malignant_Neoplasm_Of_Lung
NID2,nk cell,0.000848608,Primary_Malignant_Neoplasm_Of_Lung
NID2,"cd8-positive, alpha-beta t cell",0.000848608,Primary_Malignant_Neoplasm_Of_Lung
NINJ1,respiratory goblet cell,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
NR5A1,lung ciliated cell,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
NRG1,classical monocyte,0.000848608,Primary_Malignant_Neoplasm_Of_Lung
NRG1,intermediate monocyte,0.000848608,Primary_Malignant_Neoplasm_Of_Lung
NTS,club cell,0.000848608,Primary_Malignant_Neoplasm_Of_Lung
OAS3,neutrophil,0.000848608,Primary_Malignant_Neoplasm_Of_Lung
OPN4,bronchial smooth muscle cell,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
OPN4,vascular associated smooth muscle cell,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
ORM1,type ii pneumocyte,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
PABPC1,basal cell,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
PAX5,b cell,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
PBX2,dendritic cell,0.002543708,Primary_Malignant_Neoplasm_Of_Lung
PDE10A,endothelial cell of artery,0.002543708,Primary_Malignant_Neoplasm_Of_Lung
PDPN,myofibroblast cell,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
PDRG1,pericyte cell,0.002543708,Primary_Malignant_Neoplasm_Of_Lung
PDXP,classical monocyte,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
PDXP,dendritic cell,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
PKP2,intermediate monocyte,0.002543665,Primary_Malignant_Neoplasm_Of_Lung
PLA2G4A,mesothelial cell,0.004235774,Primary_Malignant_Neoplasm_Of_Lung
PLA2G4A,fibroblast,0.004235774,Primary_Malignant_Neoplasm_Of_Lung
PLRG1,type ii pneumocyte,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
PMEPA1,mesothelial cell,0.002543665,Primary_Malignant_Neoplasm_Of_Lung
POSTN,smooth muscle cell,0.000848608,Primary_Malignant_Neoplasm_Of_Lung
PRCC,capillary aerocyte,0.002543665,Primary_Malignant_Neoplasm_Of_Lung
PRIMA1,respiratory mucous cell,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
PRKAA1,vein endothelial cell,0.002543708,Primary_Malignant_Neoplasm_Of_Lung
PRKCB,basal cell,0.002543665,Primary_Malignant_Neoplasm_Of_Lung
PROM1,nk cell,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
PROM1,"cd8-positive, alpha-beta t cell",0.001696511,Primary_Malignant_Neoplasm_Of_Lung
PRRC2A,dendritic cell,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
PSMB9,dendritic cell,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
PSMB9,b cell,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
PTGER4,vein endothelial cell,0.002543708,Primary_Malignant_Neoplasm_Of_Lung
PTGS1,basophil,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
PTGS2,mesothelial cell,0.003390029,Primary_Malignant_Neoplasm_Of_Lung
PTGS2,fibroblast,0.003390029,Primary_Malignant_Neoplasm_Of_Lung
PTN,capillary aerocyte,0.000848608,Primary_Malignant_Neoplasm_Of_Lung
PTPRH,classical monocyte,0.002543708,Primary_Malignant_Neoplasm_Of_Lung
PTPRH,intermediate monocyte,0.002543708,Primary_Malignant_Neoplasm_Of_Lung
PTRH2,dendritic cell,0.004235918,Primary_Malignant_Neoplasm_Of_Lung
RAB23,plasmacytoid dendritic cell,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
RAD21,club cell,0.002543708,Primary_Malignant_Neoplasm_Of_Lung
RBL1,smooth muscle cell,0.002543665,Primary_Malignant_Neoplasm_Of_Lung
RDM1,bronchial vessel endothelial cell,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
RDM1,vein endothelial cell,4.23E-06,Primary_Malignant_Neoplasm_Of_Lung
RDM1,lung microvascular endothelial cell,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
RGS6,bronchial smooth muscle cell,0.000848608,Primary_Malignant_Neoplasm_Of_Lung
RNASE1,non-classical monocyte,0.003390086,Primary_Malignant_Neoplasm_Of_Lung
RNASE1,intermediate monocyte,0.003390086,Primary_Malignant_Neoplasm_Of_Lung
RNF38,smooth muscle cell,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
RNF38,bronchial smooth muscle cell,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
RPS6KB1,dendritic cell,0.003390143,Primary_Malignant_Neoplasm_Of_Lung
S100A3,serous cell of epithelium of bronchus,0.001696482,Primary_Malignant_Neoplasm_Of_Lung
S100A4,serous cell of epithelium of bronchus,0.001696482,Primary_Malignant_Neoplasm_Of_Lung
S100A6,serous cell of epithelium of bronchus,0.001696482,Primary_Malignant_Neoplasm_Of_Lung
S100A7,classical monocyte,0.002543708,Primary_Malignant_Neoplasm_Of_Lung
S100A7A,classical monocyte,0.002543708,Primary_Malignant_Neoplasm_Of_Lung
S100A8,classical monocyte,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
S100A9,classical monocyte,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
SAMHD1,smooth muscle cell,0.002543665,Primary_Malignant_Neoplasm_Of_Lung
SARNP,smooth muscle cell,0.004235918,Primary_Malignant_Neoplasm_Of_Lung
SARNP,bronchial smooth muscle cell,0.004235918,Primary_Malignant_Neoplasm_Of_Lung
SARNP,vascular associated smooth muscle cell,0.004235918,Primary_Malignant_Neoplasm_Of_Lung
SCGB3A2,club cell,0.002543708,Primary_Malignant_Neoplasm_Of_Lung
SCN7A,alveolar fibroblast,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
SCN7A,fibroblast,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
SERPINA4,adventitial cell,0.000848608,Primary_Malignant_Neoplasm_Of_Lung
SFTPB,nk cell,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
SFTPB,"cd8-positive, alpha-beta t cell",0.001696511,Primary_Malignant_Neoplasm_Of_Lung
SLAMF1,cd4-positive alpha-beta t cell,0.003390143,Primary_Malignant_Neoplasm_Of_Lung
SLAMF1,"cd4-positive, alpha-beta t cell",0.003390143,Primary_Malignant_Neoplasm_Of_Lung
SLC14A1,capillary aerocyte,0.000848608,Primary_Malignant_Neoplasm_Of_Lung
SLC18A1,smooth muscle cell,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
SLC18A1,pericyte cell,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
SLC19A1,smooth muscle cell,0.002543665,Primary_Malignant_Neoplasm_Of_Lung
SLC25A37,neutrophil,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
SLC27A3,serous cell of epithelium of bronchus,0.002543665,Primary_Malignant_Neoplasm_Of_Lung
SMO,dendritic cell,0.004235846,Primary_Malignant_Neoplasm_Of_Lung
SMO,non-classical monocyte,0.004235846,Primary_Malignant_Neoplasm_Of_Lung
SMURF1,capillary aerocyte,0.002543622,Primary_Malignant_Neoplasm_Of_Lung
SNCA,vein endothelial cell,0.000848608,Primary_Malignant_Neoplasm_Of_Lung
SNCA,endothelial cell of lymphatic vessel,0.000848608,Primary_Malignant_Neoplasm_Of_Lung
SNCA,lung microvascular endothelial cell,0.000848608,Primary_Malignant_Neoplasm_Of_Lung
SNX1,b cell,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
SOX15,vascular associated smooth muscle cell,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
SOX6,vein endothelial cell,0.002543708,Primary_Malignant_Neoplasm_Of_Lung
SSTR1,endothelial cell of artery,0.000848608,Primary_Malignant_Neoplasm_Of_Lung
SSTR1,capillary endothelial cell,0.000848608,Primary_Malignant_Neoplasm_Of_Lung
STUB1,club cell,0.004235918,Primary_Malignant_Neoplasm_Of_Lung
SUB1,endothelial cell of artery,0.000848608,Primary_Malignant_Neoplasm_Of_Lung
SULT1E1,basal cell,0.002543708,Primary_Malignant_Neoplasm_Of_Lung
SULT1E1,intermediate monocyte,0.002543708,Primary_Malignant_Neoplasm_Of_Lung
SYNM,pericyte cell,0.004235774,Primary_Malignant_Neoplasm_Of_Lung
TAP1,dendritic cell,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
TAP1,b cell,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
TAP2,dendritic cell,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
TAP2,b cell,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
TCF21,alveolar fibroblast,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
TCF21,pericyte cell,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
TERF1,type i pneumocyte,0.000848608,Primary_Malignant_Neoplasm_Of_Lung
TF,respiratory goblet cell,0.002543665,Primary_Malignant_Neoplasm_Of_Lung
TFEB,type ii pneumocyte,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
THY1,adventitial cell,0.000848608,Primary_Malignant_Neoplasm_Of_Lung
TLR2,adventitial cell,0.002543708,Primary_Malignant_Neoplasm_Of_Lung
TMEM8B,vein endothelial cell,0.003390201,Primary_Malignant_Neoplasm_Of_Lung
TNF,dendritic cell,0.00423599,Primary_Malignant_Neoplasm_Of_Lung
TNFAIP8L3,dendritic cell,0.002543665,Primary_Malignant_Neoplasm_Of_Lung
TNFRSF10A,neutrophil,0.003390086,Primary_Malignant_Neoplasm_Of_Lung
TNFRSF10B,neutrophil,0.002543665,Primary_Malignant_Neoplasm_Of_Lung
TNFRSF10D,neutrophil,0.004235774,Primary_Malignant_Neoplasm_Of_Lung
TNFRSF12A,neutrophil,0.004235918,Primary_Malignant_Neoplasm_Of_Lung
TNFSF9,b cell,0.00423599,Primary_Malignant_Neoplasm_Of_Lung
TOPBP1,respiratory goblet cell,0.002543665,Primary_Malignant_Neoplasm_Of_Lung
TOX2,smooth muscle cell,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
TOX2,endothelial cell of artery,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
TOX2,capillary endothelial cell,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
TOX2,bronchial smooth muscle cell,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
TOX2,vascular associated smooth muscle cell,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
TP53,vascular associated smooth muscle cell,0.000848608,Primary_Malignant_Neoplasm_Of_Lung
TP63,basal cell,0.000848608,Primary_Malignant_Neoplasm_Of_Lung
TPX2,pericyte cell,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
TRAF2,plasmacytoid dendritic cell,0.002543708,Primary_Malignant_Neoplasm_Of_Lung
TRIM24,pulmonary ionocyte,0.000848608,Primary_Malignant_Neoplasm_Of_Lung
TSPAN33,dendritic cell,0.003390143,Primary_Malignant_Neoplasm_Of_Lung
TSPAN33,non-classical monocyte,0.003390143,Primary_Malignant_Neoplasm_Of_Lung
TXNDC5,plasma cell,0.000848608,Primary_Malignant_Neoplasm_Of_Lung
UBE2I,basophil,2.12E-06,Primary_Malignant_Neoplasm_Of_Lung
UPF1,smooth muscle cell,0.005925357,Primary_Malignant_Neoplasm_Of_Lung
USF2,b cell,0.005080989,Primary_Malignant_Neoplasm_Of_Lung
USP1,type i pneumocyte,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
USP33,endothelial cell of artery,0.00423599,Primary_Malignant_Neoplasm_Of_Lung
USP39,nk cell,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
USP39,"cd8-positive, alpha-beta t cell",0.001696511,Primary_Malignant_Neoplasm_Of_Lung
VAMP8,nk cell,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
VAMP8,"cd8-positive, alpha-beta t cell",0.001696511,Primary_Malignant_Neoplasm_Of_Lung
VAV1,classical monocyte,0.002543708,Primary_Malignant_Neoplasm_Of_Lung
VAV1,non-classical monocyte,0.002543708,Primary_Malignant_Neoplasm_Of_Lung
VAV1,intermediate monocyte,0.002543708,Primary_Malignant_Neoplasm_Of_Lung
VWF,vein endothelial cell,0.001696482,Primary_Malignant_Neoplasm_Of_Lung
WNT7A,type i pneumocyte,0.003390143,Primary_Malignant_Neoplasm_Of_Lung
XCL2,cd8-positive alpha-beta t cell,7.06E-07,Primary_Malignant_Neoplasm_Of_Lung
XCL2,"cd8-positive, alpha-beta t cell",7.06E-07,Primary_Malignant_Neoplasm_Of_Lung
YBX3,serous cell of epithelium of bronchus,0.00423599,Primary_Malignant_Neoplasm_Of_Lung
YWHAG,type i pneumocyte,0.004235918,Primary_Malignant_Neoplasm_Of_Lung
YWHAG,club cell,0.004235918,Primary_Malignant_Neoplasm_Of_Lung
YWHAG,mesothelial cell,0.004235918,Primary_Malignant_Neoplasm_Of_Lung
ZW10,nk cell,0.001696511,Primary_Malignant_Neoplasm_Of_Lung
SLC44A2,epithelial cell,0.004235918,Psoriasis
ILF3,epithelial cell,0.003390143,Psoriasis
AGER,dendritic cell,0.002543708,Rds
AGT,bronchial smooth muscle cell,0.002543665,Rds
AGT,vascular associated smooth muscle cell,0.002543665,Rds
AGTR1,pericyte cell,0.000848608,Rds
ANGPT1,alveolar fibroblast,0.000848608,Rds
APCS,dendritic cell,0.003390201,Rds
APCS,vein endothelial cell,0.003390201,Rds
APCS,lung microvascular endothelial cell,0.003390201,Rds
ARID5A,club cell,0.003390201,Rds
BTBD8,cd4-positive alpha-beta t cell,0.004235846,Rds
CD68,vascular associated smooth muscle cell,0.001696511,Rds
CRP,nk cell,0.003390201,Rds
CRP,dendritic cell,0.003390201,Rds
CRP,"cd8-positive, alpha-beta t cell",0.003390201,Rds
CYP3A5,capillary aerocyte,0.005925357,Rds
CYP3A7,capillary aerocyte,0.005080989,Rds
FXYD1,b cell,0.005081075,Rds
GJA5,endothelial cell of artery,0.003390143,Rds
GJA5,capillary endothelial cell,0.003390143,Rds
GZMB,"cd8-positive, alpha-beta t cell",0.002543708,Rds
HP,mesothelial cell,0.002543708,Rds
HSPA1A,dendritic cell,0.003390201,Rds
HSPA1B,dendritic cell,0.003390201,Rds
IFNG,plasma cell,0.001696511,Rds
IL1R1,capillary aerocyte,0.002543665,Rds
KRT19,neutrophil,0.003390143,Rds
LTA,dendritic cell,0.00423599,Rds
MMP3,basal cell,0.003390201,Rds
MUC5AC,respiratory goblet cell,0.006768679,Rds
OAS3,neutrophil,0.000848608,Rds
OR10A4,plasma cell,0.001696511,Rds
PDPN,myofibroblast cell,0.001696511,Rds
PLA2G4A,mesothelial cell,0.004235774,Rds
PLA2G4A,fibroblast,0.004235774,Rds
PLCL1,vein endothelial cell,0.000848608,Rds
PTGS2,mesothelial cell,0.003390029,Rds
PTGS2,fibroblast,0.003390029,Rds
PTN,capillary aerocyte,0.000848608,Rds
S100A4,serous cell of epithelium of bronchus,0.001696482,Rds
S100A9,classical monocyte,0.001696511,Rds
SERPINA12,adventitial cell,0.000848608,Rds
SFTPB,nk cell,0.001696511,Rds
SFTPB,"cd8-positive, alpha-beta t cell",0.001696511,Rds
TCF21,alveolar fibroblast,0.001696511,Rds
TCF21,pericyte cell,0.001696511,Rds
TNF,dendritic cell,0.00423599,Rds
VWF,vein endothelial cell,0.001696482,Rds
CHRM2,cardiac muscle cell,0.001696511,Resting_Heart_Rate
TBX20,cardiac muscle cell,0.001696482,Resting_Heart_Rate
AGER,macrophage,7.05E-06,Rhabdomyosarcoma
COL11A2,macrophage,0.002543708,Rhabdomyosarcoma
HLA-DMA,macrophage,0.001696511,Rhabdomyosarcoma
IL1R1,endothelial cell,0.002543708,Rhabdomyosarcoma
MMP9,macrophage,0.002543708,Rhabdomyosarcoma
MMRN1,endothelial cell of hepatic sinusoid,0.000848608,Rhabdomyosarcoma
MTMR11,monocyte,0.001696511,Rhabdomyosarcoma
RGS5,fibroblast,0.000848608,Rhabdomyosarcoma
RHD,erythrocyte,2.12E-06,Rhabdomyosarcoma
SGCA,fibroblast,0.002543665,Rhabdomyosarcoma
SPP1,macrophage,0.000848608,Rhabdomyosarcoma
TERT,intrahepatic cholangiocyte,0.001696482,Rhabdomyosarcoma
IGF1R,muscle cell,0.007611601,Rieger
LETM1,"naive thymus-derived cd4-positive, alpha-beta t cell",0.005925257,Rieger
PLOD1,langerhans cell,0.008453964,Rieger
TGFA,langerhans cell,2.30E-09,Rieger
ABT1,type i nk t cell,0.001696511,Sickle_Cell
BCKDK,nampt neutrophil,0.001696482,Sickle_Cell
BTN1A1,type i nk t cell,0.000848608,Sickle_Cell
BTN2A1,type i nk t cell,0.000848608,Sickle_Cell
BTN2A2,type i nk t cell,0.000848608,Sickle_Cell
BTN3A1,type i nk t cell,0.000848608,Sickle_Cell
BTN3A2,type i nk t cell,0.000848608,Sickle_Cell
BTN3A3,type i nk t cell,0.000848608,Sickle_Cell
C6orf10,memory b cell,0.002543708,Sickle_Cell
CACNA1A,macrophage,0.009295813,Sickle_Cell
CCDC27,erythrocyte,0.001696511,Sickle_Cell
CEP104,erythrocyte,0.001696511,Sickle_Cell
DFFB,erythrocyte,0.001696511,Sickle_Cell
GNL1,t cell,0.005080989,Sickle_Cell
HFE,type i nk t cell,0.001696511,Sickle_Cell
HIST1H1A,type i nk t cell,0.000848608,Sickle_Cell
HIST1H1C,type i nk t cell,0.002543708,Sickle_Cell
HIST1H1D,type i nk t cell,0.001696511,Sickle_Cell
HIST1H1E,type i nk t cell,0.001696511,Sickle_Cell
HIST1H1T,type i nk t cell,0.001696511,Sickle_Cell
HIST1H2AA,type i nk t cell,0.001696511,Sickle_Cell
HIST1H2AB,type i nk t cell,0.000848608,Sickle_Cell
HIST1H2AC,type i nk t cell,0.001696511,Sickle_Cell
HIST1H2AD,type i nk t cell,0.001696511,Sickle_Cell
HIST1H2AE,type i nk t cell,0.001696511,Sickle_Cell
HIST1H2AG,type i nk t cell,0.002543708,Sickle_Cell
HIST1H2AH,type i nk t cell,0.002543708,Sickle_Cell
ABT1,type i nk t cell,0.001696511,Sickle_Cell
BCKDK,nampt neutrophil,0.001696482,Sickle_Cell
BTN1A1,type i nk t cell,0.000848608,Sickle_Cell
BTN2A1,type i nk t cell,0.000848608,Sickle_Cell
BTN2A2,type i nk t cell,0.000848608,Sickle_Cell
BTN3A1,type i nk t cell,0.000848608,Sickle_Cell
BTN3A2,type i nk t cell,0.000848608,Sickle_Cell
BTN3A3,type i nk t cell,0.000848608,Sickle_Cell
C6orf10,memory b cell,0.002543708,Sickle_Cell
CACNA1A,macrophage,0.009295813,Sickle_Cell
CCDC27,erythrocyte,0.001696511,Sickle_Cell
CEP104,erythrocyte,0.001696511,Sickle_Cell
DFFB,erythrocyte,0.001696511,Sickle_Cell
GNL1,t cell,0.005080989,Sickle_Cell
HFE,type i nk t cell,0.001696511,Sickle_Cell
HIST1H1A,type i nk t cell,0.000848608,Sickle_Cell
HIST1H1C,type i nk t cell,0.002543708,Sickle_Cell
HIST1H1D,type i nk t cell,0.001696511,Sickle_Cell
HIST1H1E,type i nk t cell,0.001696511,Sickle_Cell
HIST1H1T,type i nk t cell,0.001696511,Sickle_Cell
HIST1H2AA,type i nk t cell,0.001696511,Sickle_Cell
HIST1H2AB,type i nk t cell,0.000848608,Sickle_Cell
HIST1H2AC,type i nk t cell,0.001696511,Sickle_Cell
HIST1H2AD,type i nk t cell,0.001696511,Sickle_Cell
HIST1H2AE,type i nk t cell,0.001696511,Sickle_Cell
HIST1H2AG,type i nk t cell,0.002543708,Sickle_Cell
HIST1H2AH,type i nk t cell,0.002543708,Sickle_Cell
HIST1H2BA,type i nk t cell,0.001696511,Sickle_Cell
HIST1H2BB,type i nk t cell,0.000848608,Sickle_Cell
HIST1H2BC,type i nk t cell,0.001696511,Sickle_Cell
HIST1H2BD,type i nk t cell,0.001696511,Sickle_Cell
HIST1H2BE,type i nk t cell,0.001696511,Sickle_Cell
HIST1H2BF,type i nk t cell,0.001696511,Sickle_Cell
HIST1H2BG,type i nk t cell,0.001696511,Sickle_Cell
HIST1H2BH,type i nk t cell,0.001696511,Sickle_Cell
HIST1H2BI,type i nk t cell,0.000848608,Sickle_Cell
HIST1H2BJ,type i nk t cell,0.001696511,Sickle_Cell
