disease_Gene,Cell type,P-value,Disease
EPCAM,Alveolar cell Type 1,0.000339691,Primary_Malignant_Neoplasm_Of_Lung
EPCAM,Alveolar cell Type 2,0.000407619,Primary_Malignant_Neoplasm_Of_Lung
EPCAM,Epithelial-mesenchymal cell,0.000339691,Primary_Malignant_Neoplasm_Of_Lung
MSH2,Epithelial cell,0.0070297,Primary_Malignant_Neoplasm_Of_Lung
MSH2,Cancer cell,0.002884434,Primary_Malignant_Neoplasm_Of_Lung
MSH2,Ionocyte cell,0.025634919,Primary_Malignant_Neoplasm_Of_Lung
MSH2,Ciliated cell,0.02595886,Primary_Malignant_Neoplasm_Of_Lung
MSH2,Mesenchymal cell,0.001782349,Primary_Malignant_Neoplasm_Of_Lung
MSH2,Alveolar cell Type 1,0.0004246,Primary_Malignant_Neoplasm_Of_Lung
MSH2,Alveolar cell Type 2,0.000509502,Primary_Malignant_Neoplasm_Of_Lung
MSH2,Epithelial-mesenchymal cell,0.0004246,Primary_Malignant_Neoplasm_Of_Lung
TMEM17,SLC16A7+ cell,0.039396687,Primary_Malignant_Neoplasm_Of_Lung
PNO1,Ionocyte cell,0.020561227,Primary_Malignant_Neoplasm_Of_Lung
ARHGAP25,Neuroendocrine cell,0.0070297,Primary_Malignant_Neoplasm_Of_Lung
ARHGAP25,Brush cell (Tuft cell),0.006860776,Primary_Malignant_Neoplasm_Of_Lung
ANXA4,Neuroendocrine cell,0.0070297,Primary_Malignant_Neoplasm_Of_Lung
ANXA4,Brush cell (Tuft cell),0.006860776,Primary_Malignant_Neoplasm_Of_Lung
VAMP8,T cell,0.005998457,Primary_Malignant_Neoplasm_Of_Lung
VAMP8,Immune cell,0.003257133,Primary_Malignant_Neoplasm_Of_Lung
VAMP8,Natural killer cell,0.002036711,Primary_Malignant_Neoplasm_Of_Lung
VAMP8,Cytotoxic T cell,0.000509511,Primary_Malignant_Neoplasm_Of_Lung
USP39,Epithelial cell,0.009828057,Primary_Malignant_Neoplasm_Of_Lung
USP39,T cell,0.006994756,Primary_Malignant_Neoplasm_Of_Lung
USP39,Lung epithelial cell,0.000832088,Primary_Malignant_Neoplasm_Of_Lung
USP39,Secretory cell,0.00982789,Primary_Malignant_Neoplasm_Of_Lung
USP39,Alveolar type II (ATII) cell,0.000713255,Primary_Malignant_Neoplasm_Of_Lung
USP39,Immune cell,0.003798988,Primary_Malignant_Neoplasm_Of_Lung
USP39,Natural killer cell,0.00237578,Primary_Malignant_Neoplasm_Of_Lung
USP39,Cytotoxic T cell,0.000594409,Primary_Malignant_Neoplasm_Of_Lung
USP39,Alveolar cell Type 2,0.000713255,Primary_Malignant_Neoplasm_Of_Lung
USP39,Lung cell,0.000594409,Primary_Malignant_Neoplasm_Of_Lung
USP39,Alveolar epithelial cell Type 2,0.000594409,Primary_Malignant_Neoplasm_Of_Lung
USP39,Alveolar type 2-like cell,0.0002378,Primary_Malignant_Neoplasm_Of_Lung
SFTPB,Epithelial cell,0.009828057,Primary_Malignant_Neoplasm_Of_Lung
SFTPB,T cell,0.006994756,Primary_Malignant_Neoplasm_Of_Lung
SFTPB,Lung epithelial cell,0.000832088,Primary_Malignant_Neoplasm_Of_Lung
SFTPB,Secretory cell,0.00982789,Primary_Malignant_Neoplasm_Of_Lung
SFTPB,Alveolar type II (ATII) cell,0.000713255,Primary_Malignant_Neoplasm_Of_Lung
SFTPB,Immune cell,0.003798988,Primary_Malignant_Neoplasm_Of_Lung
SFTPB,Natural killer cell,0.00237578,Primary_Malignant_Neoplasm_Of_Lung
SFTPB,Cytotoxic T cell,0.000594409,Primary_Malignant_Neoplasm_Of_Lung
SFTPB,Alveolar cell Type 2,0.000713255,Primary_Malignant_Neoplasm_Of_Lung
SFTPB,Lung cell,0.000594409,Primary_Malignant_Neoplasm_Of_Lung
SFTPB,Alveolar epithelial cell Type 2,0.000594409,Primary_Malignant_Neoplasm_Of_Lung
SFTPB,Alveolar type 2-like cell,0.0002378,Primary_Malignant_Neoplasm_Of_Lung
IL1RL1,Secretory cell,0.009827724,Primary_Malignant_Neoplasm_Of_Lung
IL18R1,Secretory cell,0.009827724,Primary_Malignant_Neoplasm_Of_Lung
MERTK,Macrophage,0.011710696,Primary_Malignant_Neoplasm_Of_Lung
MERTK,M2 macrophage,0.00518599,Primary_Malignant_Neoplasm_Of_Lung
GLI2,Ionocyte cell,0.005180291,Primary_Malignant_Neoplasm_Of_Lung
NMI,Macrophage,0.005221744,Primary_Malignant_Neoplasm_Of_Lung
FMNL2,Neuroendocrine cell,0.00842977,Primary_Malignant_Neoplasm_Of_Lung
FMNL2,Brush cell (Tuft cell),0.008227342,Primary_Malignant_Neoplasm_Of_Lung
NR4A2,Follicular B cell,0.000713279,Primary_Malignant_Neoplasm_Of_Lung
ITGB6,Myeloid dendritic cell,0.000950917,Primary_Malignant_Neoplasm_Of_Lung
ITGB6,Mast cell,0.002240363,Primary_Malignant_Neoplasm_Of_Lung
CERS6,Ciliated cell,0.015657175,Primary_Malignant_Neoplasm_Of_Lung
SPC25,Ciliated cell,0.015657175,Primary_Malignant_Neoplasm_Of_Lung
GAD1,Ciliated cell,0.01565691,Primary_Malignant_Neoplasm_Of_Lung
TFPI,Ionocyte cell,0.020561227,Primary_Malignant_Neoplasm_Of_Lung
SUMO1,Vascular cell,0.000713218,Primary_Malignant_Neoplasm_Of_Lung
CYP20A1,SLC16A7+ cell,0.001170859,Primary_Malignant_Neoplasm_Of_Lung
ABI2,SLC16A7+ cell,0.001170859,Primary_Malignant_Neoplasm_Of_Lung
CD28,T follicular helper(Tfh) cell,0.000203829,Primary_Malignant_Neoplasm_Of_Lung
CD28,Tumor-infiltrating regulatory T cell,0.000305732,Primary_Malignant_Neoplasm_Of_Lung
CTLA4,T cell,0.003003663,Primary_Malignant_Neoplasm_Of_Lung
CTLA4,Regulatory T(Treg) cell,0.000662342,Primary_Malignant_Neoplasm_Of_Lung
CTLA4,Dysfunctional T cell,0.00050952,Primary_Malignant_Neoplasm_Of_Lung
CTLA4,T follicular helper(Tfh) cell,0.000203829,Primary_Malignant_Neoplasm_Of_Lung
CTLA4,Tumor-infiltrating regulatory T cell,0.000305732,Primary_Malignant_Neoplasm_Of_Lung
NCL,Ciliated cell,0.036152129,Primary_Malignant_Neoplasm_Of_Lung
ALPI,Ionocyte cell,0.020560881,Primary_Malignant_Neoplasm_Of_Lung
ATG16L1,SLC16A7+ cell,0.039396687,Primary_Malignant_Neoplasm_Of_Lung
UGT1A7,SLC16A7+ cell,0.019896106,Primary_Malignant_Neoplasm_Of_Lung
UGT1A6,SLC16A7+ cell,0.019896106,Primary_Malignant_Neoplasm_Of_Lung
UGT1A1,SLC16A7+ cell,0.019896106,Primary_Malignant_Neoplasm_Of_Lung
HJURP,SLC16A7+ cell,0.019896106,Primary_Malignant_Neoplasm_Of_Lung
LRRFIP1,SLC16A7+ cell,0.012975581,Primary_Malignant_Neoplasm_Of_Lung
TWIST2,Fibroblast,0.000730423,Primary_Malignant_Neoplasm_Of_Lung
ATG4B,T cell,0.014929375,Primary_Malignant_Neoplasm_Of_Lung
ATG4B,T helper 2(Th2) cell,0.00050952,Primary_Malignant_Neoplasm_Of_Lung
ATG4B,Immune cell,0.008123295,Primary_Malignant_Neoplasm_Of_Lung
ATG4B,Dysfunctional T cell,0.002545176,Primary_Malignant_Neoplasm_Of_Lung
ATG4B,T follicular helper(Tfh) cell,0.001018797,Primary_Malignant_Neoplasm_Of_Lung
ATG4B,Effector T(Teff) cell,0.001273344,Primary_Malignant_Neoplasm_Of_Lung
DTYMK,T cell,0.013940937,Primary_Malignant_Neoplasm_Of_Lung
DTYMK,T helper 2(Th2) cell,0.000475556,Primary_Malignant_Neoplasm_Of_Lung
DTYMK,Immune cell,0.007583736,Primary_Malignant_Neoplasm_Of_Lung
DTYMK,Dysfunctional T cell,0.002375679,Primary_Malignant_Neoplasm_Of_Lung
DTYMK,T follicular helper(Tfh) cell,0.000950901,Primary_Malignant_Neoplasm_Of_Lung
DTYMK,Effector T(Teff) cell,0.001188495,Primary_Malignant_Neoplasm_Of_Lung
ING5,T cell,0.01690333,Primary_Malignant_Neoplasm_Of_Lung
ING5,T helper 2(Th2) cell,0.000577446,Primary_Malignant_Neoplasm_Of_Lung
ING5,Immune cell,0.009201559,Primary_Malignant_Neoplasm_Of_Lung
ING5,Dysfunctional T cell,0.002884091,Primary_Malignant_Neoplasm_Of_Lung
ING5,T follicular helper(Tfh) cell,0.001154577,Primary_Malignant_Neoplasm_Of_Lung
ING5,Effector T(Teff) cell,0.001443026,Primary_Malignant_Neoplasm_Of_Lung
PDCD1,T cell,0.01196154,Primary_Malignant_Neoplasm_Of_Lung
PDCD1,T helper 2(Th2) cell,0.00040764,Primary_Malignant_Neoplasm_Of_Lung
PDCD1,Immune cell,0.006503987,Primary_Malignant_Neoplasm_Of_Lung
PDCD1,Dysfunctional T cell,0.002036676,Primary_Malignant_Neoplasm_Of_Lung
PDCD1,T follicular helper(Tfh) cell,0.000815127,Primary_Malignant_Neoplasm_Of_Lung
PDCD1,Effector T(Teff) cell,0.001018814,Primary_Malignant_Neoplasm_Of_Lung
FANCD2,SLC16A7+ cell,0.001510827,Primary_Malignant_Neoplasm_Of_Lung
BRK1,SLC16A7+ cell,0.01600723,Primary_Malignant_Neoplasm_Of_Lung
VHL,SLC16A7+ cell,0.019308814,Primary_Malignant_Neoplasm_Of_Lung
ATG7,Ionocyte cell,0.020560534,Primary_Malignant_Neoplasm_Of_Lung
VGLL4,Ionocyte cell,0.025634488,Primary_Malignant_Neoplasm_Of_Lung
FBLN2,Fibroblast,0.001460325,Primary_Malignant_Neoplasm_Of_Lung
XPC,Basal cell,0.010452162,Primary_Malignant_Neoplasm_Of_Lung
TGFBR2,Ionocyte cell,0.010333659,Primary_Malignant_Neoplasm_Of_Lung
CTNNB1,Ciliated cell,0.005246447,Primary_Malignant_Neoplasm_Of_Lung
CDCP1,Migrating cancer stem cell,0.0003397,Primary_Malignant_Neoplasm_Of_Lung
LIMD1,Basophil,0.0004246,Primary_Malignant_Neoplasm_Of_Lung
LIMD1,Effector T(Teff) cell,0.0004246,Primary_Malignant_Neoplasm_Of_Lung
LZTFL1,Basophil,0.000594409,Primary_Malignant_Neoplasm_Of_Lung
LZTFL1,SLC16A7+ cell,0.007772181,Primary_Malignant_Neoplasm_Of_Lung
LZTFL1,Effector T(Teff) cell,0.000594409,Primary_Malignant_Neoplasm_Of_Lung
CCR3,Basophil,0.00067929,Primary_Malignant_Neoplasm_Of_Lung
CCR3,T cell,0.007989937,Primary_Malignant_Neoplasm_Of_Lung
CCR3,CD8+ T cell,0.004746558,Primary_Malignant_Neoplasm_Of_Lung
CCR3,Tissue resident memory T(TRM) cell,0.000543464,Primary_Malignant_Neoplasm_Of_Lung
CCR3,Memory CD8+ T cell,0.000950893,Primary_Malignant_Neoplasm_Of_Lung
CCR3,Effector T(Teff) cell,0.00067929,Primary_Malignant_Neoplasm_Of_Lung
CCR1,Basophil,0.00067929,Primary_Malignant_Neoplasm_Of_Lung
CCR1,T cell,0.007989937,Primary_Malignant_Neoplasm_Of_Lung
CCR1,CD8+ T cell,0.004746558,Primary_Malignant_Neoplasm_Of_Lung
CCR1,Tissue resident memory T(TRM) cell,0.000543464,Primary_Malignant_Neoplasm_Of_Lung
CCR1,Memory CD8+ T cell,0.000950893,Primary_Malignant_Neoplasm_Of_Lung
CCR1,Effector T(Teff) cell,0.00067929,Primary_Malignant_Neoplasm_Of_Lung
CCR2,Basophil,0.000764175,Primary_Malignant_Neoplasm_Of_Lung
CCR2,T cell,0.008984256,Primary_Malignant_Neoplasm_Of_Lung
CCR2,CD8+ T cell,0.005338337,Primary_Malignant_Neoplasm_Of_Lung
CCR2,Tissue resident memory T(TRM) cell,0.000611382,Primary_Malignant_Neoplasm_Of_Lung
CCR2,Memory CD8+ T cell,0.0010697,Primary_Malignant_Neoplasm_Of_Lung
CCR2,Effector T(Teff) cell,0.000764175,Primary_Malignant_Neoplasm_Of_Lung
CXCR6,Basophil,0.000424607,Primary_Malignant_Neoplasm_Of_Lung
CXCR6,Effector T(Teff) cell,0.000424607,Primary_Malignant_Neoplasm_Of_Lung
CCRL2,Basophil,0.00067929,Primary_Malignant_Neoplasm_Of_Lung
CCRL2,Effector T(Teff) cell,0.00067929,Primary_Malignant_Neoplasm_Of_Lung
LTF,Basophil,0.000764175,Primary_Malignant_Neoplasm_Of_Lung
LTF,Effector T(Teff) cell,0.000764175,Primary_Malignant_Neoplasm_Of_Lung
FHIT,B-2 cell,6.79E-05,Primary_Malignant_Neoplasm_Of_Lung
ABI3BP,Secretory cell,0.0070297,Primary_Malignant_Neoplasm_Of_Lung
ABI3BP,Ionocyte cell,0.02563535,Primary_Malignant_Neoplasm_Of_Lung
CD47,Ciliated cell,0.010465281,Primary_Malignant_Neoplasm_Of_Lung
HHLA2,Ciliated cell,0.015657175,Primary_Malignant_Neoplasm_Of_Lung
CD200,Dysfunctional T cell,0.000509511,Primary_Malignant_Neoplasm_Of_Lung
ATG3,Dysfunctional T cell,0.000339706,Primary_Malignant_Neoplasm_Of_Lung
CD80,Myeloid dendritic cell,0.002613002,Primary_Malignant_Neoplasm_Of_Lung
CD80,Macrophage,0.014294874,Primary_Malignant_Neoplasm_Of_Lung
CD80,M1 macrophage,0.00466172,Primary_Malignant_Neoplasm_Of_Lung
CSTA,Basal cell,0.019079276,Primary_Malignant_Neoplasm_Of_Lung
CASR,Basal cell,0.015637335,Primary_Malignant_Neoplasm_Of_Lung
UMPS,Mesenchymal cell,0.000713315,Primary_Malignant_Neoplasm_Of_Lung
GATA2,Mast cell,0.00670627,Primary_Malignant_Neoplasm_Of_Lung
TOPBP1,Secretory cell,0.004223626,Primary_Malignant_Neoplasm_Of_Lung
NCK1,Basal cell,0.005239675,Primary_Malignant_Neoplasm_Of_Lung
ARMC8,Epithelial cell,0.00422377,Primary_Malignant_Neoplasm_Of_Lung
ARMC8,Alveolar cell,0.000101918,Primary_Malignant_Neoplasm_Of_Lung
GK5,Basal cell,0.008717678,Primary_Malignant_Neoplasm_Of_Lung
ATR,SLC16A7+ cell,0.039396687,Primary_Malignant_Neoplasm_Of_Lung
AGTR1,Epithelial cell,0.001409886,Primary_Malignant_Neoplasm_Of_Lung
HLTF,Basophil,0.000424607,Primary_Malignant_Neoplasm_Of_Lung
HLTF,Ionocyte cell,0.02563535,Primary_Malignant_Neoplasm_Of_Lung
HLTF,Immune cell,0.002714992,Primary_Malignant_Neoplasm_Of_Lung
HLTF,Mast cell,0.00279974,Primary_Malignant_Neoplasm_Of_Lung
HLTF,Megakaryocyte,0.000509511,Primary_Malignant_Neoplasm_Of_Lung
CP,Ionocyte cell,0.02563535,Primary_Malignant_Neoplasm_Of_Lung
TM4SF1,Alveolar epithelial progenitor cell,6.79E-05,Primary_Malignant_Neoplasm_Of_Lung
PLCH1,Macrophage,0.003918837,Primary_Malignant_Neoplasm_Of_Lung
SHOX2,Epithelial cell,0.0070297,Primary_Malignant_Neoplasm_Of_Lung
SHOX2,Ciliated cell,0.02595886,Primary_Malignant_Neoplasm_Of_Lung
GFM1,Epithelial cell,0.014009866,Primary_Malignant_Neoplasm_Of_Lung
GFM1,Ciliated cell,0.001200626,Primary_Malignant_Neoplasm_Of_Lung
IL12A,M1 macrophage,0.001273474,Primary_Malignant_Neoplasm_Of_Lung
SEC62,Ionocyte cell,0.020561227,Primary_Malignant_Neoplasm_Of_Lung
PRKCI,Ionocyte cell,0.025634919,Primary_Malignant_Neoplasm_Of_Lung
USP13,FOXN4+ cell,0.00549235,Primary_Malignant_Neoplasm_Of_Lung
ABCC5,Dendritic cell,0.00351097,Primary_Malignant_Neoplasm_Of_Lung
ABCC5,SLC16A7+ cell,0.012976421,Primary_Malignant_Neoplasm_Of_Lung
ABCC5,Alveolar type II (ATII) cell,0.000916964,Primary_Malignant_Neoplasm_Of_Lung
ABCC5,Myeloid dendritic cell 1,0.000611392,Primary_Malignant_Neoplasm_Of_Lung
EIF2B5,CD8+ T cell,0.007701905,Primary_Malignant_Neoplasm_Of_Lung
DVL3,CD8+ T cell,0.001782561,Primary_Malignant_Neoplasm_Of_Lung
PSMD2,CD8+ T cell,0.002376062,Primary_Malignant_Neoplasm_Of_Lung
EIF4G1,CD8+ T cell,0.002376062,Primary_Malignant_Neoplasm_Of_Lung
TP63,Epithelial cell,0.001409886,Primary_Malignant_Neoplasm_Of_Lung
TP63,Cancer cell,0.000577544,Primary_Malignant_Neoplasm_Of_Lung
TP63,Idiopathic pulmonary fibrosis cell,0.000254799,Primary_Malignant_Neoplasm_Of_Lung
TP63,Basal cell,0.001749618,Primary_Malignant_Neoplasm_Of_Lung
TP63,T helper(Th) cell,5.10E-05,Primary_Malignant_Neoplasm_Of_Lung
CLDN1,SLC16A7+ cell,0.039396687,Primary_Malignant_Neoplasm_Of_Lung
CLDN1,Basal cell,0.003496204,Primary_Malignant_Neoplasm_Of_Lung
CLDN16,SLC16A7+ cell,0.039396687,Primary_Malignant_Neoplasm_Of_Lung
CLDN16,Basal cell,0.003496204,Primary_Malignant_Neoplasm_Of_Lung
PCYT1A,Macrophage,0.018158041,Primary_Malignant_Neoplasm_Of_Lung
MUC4,Epithelial cell,0.0195587,Primary_Malignant_Neoplasm_Of_Lung
MUC4,Secretory cell,0.01955837,Primary_Malignant_Neoplasm_Of_Lung
MUC4,Club cell (Clara cell),0.001900834,Primary_Malignant_Neoplasm_Of_Lung
TFRC,Macrophage,0.018156818,Primary_Malignant_Neoplasm_Of_Lung
LMLN,Ciliated cell,0.01565691,Primary_Malignant_Neoplasm_Of_Lung
AFAP1,Neuroendocrine cell,0.002817761,Primary_Malignant_Neoplasm_Of_Lung
AFAP1,Brush cell (Tuft cell),0.00274991,Primary_Malignant_Neoplasm_Of_Lung
WDR1,Ionocyte cell,0.020560534,Primary_Malignant_Neoplasm_Of_Lung
BST1,Plasma cell,0.002748603,Primary_Malignant_Neoplasm_Of_Lung
BST1,Lymphocyte,0.002138383,Primary_Malignant_Neoplasm_Of_Lung
CD38,Plasma cell,0.003205995,Primary_Malignant_Neoplasm_Of_Lung
CD38,Natural killer cell,0.002375659,Primary_Malignant_Neoplasm_Of_Lung
CD38,Lymphocyte,0.002494357,Primary_Malignant_Neoplasm_Of_Lung
PROM1,Natural killer cell,0.001018849,Primary_Malignant_Neoplasm_Of_Lung
PPARGC1A,Ionocyte cell,0.015460245,Primary_Malignant_Neoplasm_Of_Lung
KLF3,Ionocyte cell,0.015460767,Primary_Malignant_Neoplasm_Of_Lung
UGDH,SLC16A7+ cell,0.005625367,Primary_Malignant_Neoplasm_Of_Lung
RBM47,SLC16A7+ cell,0.019896106,Primary_Malignant_Neoplasm_Of_Lung
ZAR1,Ciliated cell,0.020821741,Primary_Malignant_Neoplasm_Of_Lung
HOPX,Lymphocyte,0.001782349,Primary_Malignant_Neoplasm_Of_Lung
UBA6,Ionocyte cell,0.035703932,Primary_Malignant_Neoplasm_Of_Lung
DCK,Secretory cell,0.002817761,Primary_Malignant_Neoplasm_Of_Lung
C4orf3,Ionocyte cell,0.040698333,Primary_Malignant_Neoplasm_Of_Lung
C4orf3,Ciliated cell,0.041208562,Primary_Malignant_Neoplasm_Of_Lung
PDE5A,Ciliated cell,0.036151525,Primary_Malignant_Neoplasm_Of_Lung
PLK4,SLC16A7+ cell,0.039396025,Primary_Malignant_Neoplasm_Of_Lung
TBC1D9,Ionocyte cell,0.010333834,Primary_Malignant_Neoplasm_Of_Lung
SMAD1,SLC16A7+ cell,0.019896106,Primary_Malignant_Neoplasm_Of_Lung
TLR2,Monocyte,0.00208793,Primary_Malignant_Neoplasm_Of_Lung
SH3RF1,Ionocyte cell,0.015460767,Primary_Malignant_Neoplasm_Of_Lung
HPGD,Aerocyte,0.000152869,Primary_Malignant_Neoplasm_Of_Lung
CASP3,FOXN4+ cell,0.005492257,Primary_Malignant_Neoplasm_Of_Lung
CENPU,FOXN4+ cell,0.00549235,Primary_Malignant_Neoplasm_Of_Lung
ACSL1,FOXN4+ cell,0.00549235,Primary_Malignant_Neoplasm_Of_Lung
PDLIM3,FOXN4+ cell,0.004122062,Primary_Malignant_Neoplasm_Of_Lung
PDCD6,SLC16A7+ cell,0.030714821,Primary_Malignant_Neoplasm_Of_Lung
AHRR,SLC16A7+ cell,0.034979334,Primary_Malignant_Neoplasm_Of_Lung
AMACR,Ionocyte cell,0.015460506,Primary_Malignant_Neoplasm_Of_Lung
ITGA2,CD8+ T cell,0.004154367,Primary_Malignant_Neoplasm_Of_Lung
ITGA2,Mast cell,0.003917374,Primary_Malignant_Neoplasm_Of_Lung
ITGA2,Tissue resident memory T(TRM) cell,0.000475535,Primary_Malignant_Neoplasm_Of_Lung
NLN,SLC16A7+ cell,0.007771926,Primary_Malignant_Neoplasm_Of_Lung
CCNB1,SLC16A7+ cell,0.039457477,Primary_Malignant_Neoplasm_Of_Lung
CDK7,SLC16A7+ cell,0.044139053,Primary_Malignant_Neoplasm_Of_Lung
RAD17,Epithelial cell,0.025077148,Primary_Malignant_Neoplasm_Of_Lung
RAD17,SLC16A7+ cell,0.000381631,Primary_Malignant_Neoplasm_Of_Lung
OCLN,Epithelial cell,0.025077148,Primary_Malignant_Neoplasm_Of_Lung
OCLN,SLC16A7+ cell,0.000381631,Primary_Malignant_Neoplasm_Of_Lung
SPZ1,FOXN4+ cell,0.00549235,Primary_Malignant_Neoplasm_Of_Lung
MSH3,FOXN4+ cell,0.00549235,Primary_Malignant_Neoplasm_Of_Lung
RASGRF2,FOXN4+ cell,0.01095472,Primary_Malignant_Neoplasm_Of_Lung
LNPEP,Ciliated cell,0.031068422,Primary_Malignant_Neoplasm_Of_Lung
FBN2,Ionocyte cell,0.020561227,Primary_Malignant_Neoplasm_Of_Lung
P4HA2,SLC16A7+ cell,0.010226499,Primary_Malignant_Neoplasm_Of_Lung
KIF3A,SLC16A7+ cell,0.007772181,Primary_Malignant_Neoplasm_Of_Lung
VDAC1,Ionocyte cell,0.025634919,Primary_Malignant_Neoplasm_Of_Lung
SPOCK1,Ciliated cell,0.01565691,Primary_Malignant_Neoplasm_Of_Lung
HNRNPA0,Ciliated cell,0.01565691,Primary_Malignant_Neoplasm_Of_Lung
CDC25C,Ciliated cell,0.031069463,Primary_Malignant_Neoplasm_Of_Lung
BRD8,Ciliated cell,0.031069983,Primary_Malignant_Neoplasm_Of_Lung
KIF20A,Ciliated cell,0.025959296,Primary_Malignant_Neoplasm_Of_Lung
EGR1,Ciliated cell,0.031069983,Primary_Malignant_Neoplasm_Of_Lung
HSPA9,Ciliated cell,0.031069983,Primary_Malignant_Neoplasm_Of_Lung
SCGB3A2,Epithelial cell,0.007029819,Primary_Malignant_Neoplasm_Of_Lung
SCGB3A2,Secretory cell,0.0070297,Primary_Malignant_Neoplasm_Of_Lung
SCGB3A2,Basal cell,0.008717826,Primary_Malignant_Neoplasm_Of_Lung
SCGB3A2,Club cell (Clara cell),0.000679302,Primary_Malignant_Neoplasm_Of_Lung
CSF1R,Macrophage,0.007822514,Primary_Malignant_Neoplasm_Of_Lung
CSF1R,Monocyte,0.004171607,Primary_Malignant_Neoplasm_Of_Lung
CSF1R,Mast cell,0.003358776,Primary_Malignant_Neoplasm_Of_Lung
CSF1R,Monocyte-derived macrophage,0.000509511,Primary_Malignant_Neoplasm_Of_Lung
PDGFRB,Macrophage,0.007822514,Primary_Malignant_Neoplasm_Of_Lung
PDGFRB,Monocyte,0.004171607,Primary_Malignant_Neoplasm_Of_Lung
PDGFRB,Mast cell,0.003358776,Primary_Malignant_Neoplasm_Of_Lung
PDGFRB,Monocyte-derived macrophage,0.000509511,Primary_Malignant_Neoplasm_Of_Lung
CD74,Ionocyte cell,0.020561227,Primary_Malignant_Neoplasm_Of_Lung
SPARC,Capillary cell,0.000509494,Primary_Malignant_Neoplasm_Of_Lung
ATOX1,Capillary cell,0.000509494,Primary_Malignant_Neoplasm_Of_Lung
G3BP1,Capillary cell,0.000509494,Primary_Malignant_Neoplasm_Of_Lung
CNOT6,Lymphocyte,0.001782349,Primary_Malignant_Neoplasm_Of_Lung
FLT4,Lymphocyte,0.001069791,Primary_Malignant_Neoplasm_Of_Lung
TRIM52,Basal cell,0.012183227,Primary_Malignant_Neoplasm_Of_Lung
DUSP22,M2 macrophage,0.001154744,Primary_Malignant_Neoplasm_Of_Lung
RIPK1,Neuroendocrine cell,0.012618077,Primary_Malignant_Neoplasm_Of_Lung
RIPK1,Brush cell (Tuft cell),0.012315699,Primary_Malignant_Neoplasm_Of_Lung
BPHL,Neuroendocrine cell,0.011223873,Primary_Malignant_Neoplasm_Of_Lung
BPHL,Brush cell (Tuft cell),0.01095472,Primary_Malignant_Neoplasm_Of_Lung
ZNF322,SLC16A7+ cell,0.006954095,Primary_Malignant_Neoplasm_Of_Lung
ZNF322,Mast cell,0.011152866,Primary_Malignant_Neoplasm_Of_Lung
ZNF184,Mast cell,0.013368468,Primary_Malignant_Neoplasm_Of_Lung
TRIM27,Secretory cell,0.041449037,Primary_Malignant_Neoplasm_Of_Lung
TRIM15,Cancer stem cell,0.020120785,Primary_Malignant_Neoplasm_Of_Lung
TRIM15,Stem cell,0.011421882,Primary_Malignant_Neoplasm_Of_Lung
ATAT1,Cancer stem cell,0.023181709,Primary_Malignant_Neoplasm_Of_Lung
ATAT1,Stem cell,0.013168367,Primary_Malignant_Neoplasm_Of_Lung
MDC1,Cancer stem cell,0.024327196,Primary_Malignant_Neoplasm_Of_Lung
MDC1,Stem cell,0.013822565,Primary_Malignant_Neoplasm_Of_Lung
TUBB,Cancer stem cell,0.024327196,Primary_Malignant_Neoplasm_Of_Lung
TUBB,Stem cell,0.013822565,Primary_Malignant_Neoplasm_Of_Lung
DDR1,Cancer stem cell,0.023945108,Primary_Malignant_Neoplasm_Of_Lung
DDR1,Secretory cell,0.00351413,Primary_Malignant_Neoplasm_Of_Lung
DDR1,Stem cell,0.013604314,Primary_Malignant_Neoplasm_Of_Lung
GTF2H4,Cancer stem cell,0.023945108,Primary_Malignant_Neoplasm_Of_Lung
GTF2H4,Secretory cell,0.00351413,Primary_Malignant_Neoplasm_Of_Lung
GTF2H4,Stem cell,0.013604314,Primary_Malignant_Neoplasm_Of_Lung
POU5F1,Cancer stem cell,0.023182099,Primary_Malignant_Neoplasm_Of_Lung
POU5F1,Ionocyte cell,0.038872635,Primary_Malignant_Neoplasm_Of_Lung
POU5F1,Stem cell,0.013168589,Primary_Malignant_Neoplasm_Of_Lung
HLA-B,Cancer stem cell,0.02241809,Primary_Malignant_Neoplasm_Of_Lung
HLA-B,Stem cell,0.012732443,Primary_Malignant_Neoplasm_Of_Lung
HLA-B,Lymphocyte,0.020488461,Primary_Malignant_Neoplasm_Of_Lung
MICA,Cancer stem cell,0.022418844,Primary_Malignant_Neoplasm_Of_Lung
MICA,Alveolar cell Type 1,0.004916245,Primary_Malignant_Neoplasm_Of_Lung
MICA,Stem cell,0.012732873,Primary_Malignant_Neoplasm_Of_Lung
MICA,Alveolar cell,0.001969356,Primary_Malignant_Neoplasm_Of_Lung
MICA,Alveolar cell Type 2,0.005896639,Primary_Malignant_Neoplasm_Of_Lung
MICA,Lymphocyte,0.02048915,Primary_Malignant_Neoplasm_Of_Lung
MICA,Alveolar epithelial cell Type 1,0.002952604,Primary_Malignant_Neoplasm_Of_Lung
LTA,Cancer stem cell,0.026615656,Primary_Malignant_Neoplasm_Of_Lung
LTA,Secretory cell,7.29E-10,Primary_Malignant_Neoplasm_Of_Lung
LTA,Alveolar cell Type 1,0.005846352,Primary_Malignant_Neoplasm_Of_Lung
LTA,Stem cell,0.015130524,Primary_Malignant_Neoplasm_Of_Lung
